form_num,name,form
910,Crocalor,
911,Skeledirge,
912,Quaxly,
913,Quaxwell,
914,Quaquaval,
915,Lechonk,
916,Oinkologne,
916-f,Oinkologne,
917,Tarountula,
918,Spidops,
919,Nymble,
920,Lokix,
921,Pawmi,
922,Pawmo,
923,Pawmot,
924,Tandemaus,
925,Maushold,Family of 3
925-1,Maushold,Family of 4
926,Fidough,
927,Dachsbun,
928,Smoliv,
929,Dolliv,
930,Arboliva,
931,Squawkabilly,Green
931-1,Squawkabilly,Blue
931-2,Squawkabilly,Yellow
931-3,Squawkabilly,White
932,Nacli,
933,Naclstack,
934,Garganacl,
935,Charcadet,
936,Armarouge,
937,Ceruledge,
938,Tadbulb,
939,Bellibolt,
940,Wattrel,
941,Kilowattrel,
942,Maschiff,
943,Mabosstiff,
944,Shroodle,
945,Grafaiai,
946,Bramblin,
947,Brambleghast,
948,Toedscool,
949,Toedscruel,
950,Klawf,
951,Capsakid,
952,Scovillain,
953,Rellor,
954,Rabsca,
955,Flittle,
956,Espathra,
957,Tinkatink,
958,Tinkatuff,
959,Tinkaton,
960,Wiglett,
961,Wugtrio,
962,Bombirdier,
963,Finizen,
964,Palafin,
965,Varoom,
966,Revavroom,
967,Cyclizar,
968,Orthworm,
969,Glimmet,
970,Glimmora,
971,Greavard,
972,Houndstone,
973,Flamigo,
974,Cetoddle,
975,Cetitan,
976,Veluza,
977,Dondozo,
978,Tatsugiri,Curly
978-1,Tatsugiri,Droopy
978-2,Tatsugiri,Stretchy
979,Annihilape,
980,Clodsire,
981,Farigiraf,
982,Dudunsparce,2 Segment
982-1,Dudunsparce,3 Segment
983,Kingambit,
984,Great Tusk,
985,Scream Tail,
986,Brute Bonnet,
987,Flutter Mane,
988,Slither Wing,
989,Sandy Shocks,
990,Iron Treads,
991,Iron Bundle,
992,Iron Hands,
993,Iron Jugulis,
994,Iron Moth,
995,Iron Thorns,
996,Frigibax,
997,Arctibax,
998,Baxcalibur,
999,Gimmighoul,Chest Form
999-1,Gimmighoul,Roaming Form
1000,Gholdengo,
1001,Wo-Chien,
1002,Chien-Pao,
1003,Ting-Lu,
1004,Chi-Yu,
1005,Roaring Moon,
1006,Iron Valiant,
1007,Koraidon,
1008,Miraidon,
1009,Walking wake,
1010,Iron leaves,
1011,Dipplin,
1012,Poltchageist,Counterfeit
1012-1,Poltchageist,Artisan
1013,Sinistcha,Unremarkable
1013-1,Sinistcha,Masterpiece
1014,Okidogi,
1015,Munkidori,
1016,Fezandipiti,
1017,Ogerpon,
1018,Archaludon,
1019,Hydrapple,
1020,Gouging Fire,
1021,Raging Bolt,
1022,Iron Boulder,
1023,Iron Crown,
1024,Terapagos,
1025,Pecharunt,
